"","subject","cycle","trial","spots","eyes","legs","arms","color","category","response","dangerous","nutricious","correct","cumulative","RT","choices_simple","performance"
"896",9,2,64,1,0,0,1,1,2,4,0,1,0,2800,5198,1,0.71875
"897",9,3,65,1,0,0,0,0,1,3,0,0,0,2700,4336,1,0.707692307692308
"898",9,3,66,1,0,1,1,1,4,4,1,1,1,2800,2020,1,0.712121212121212
"899",9,3,67,1,1,1,0,0,3,3,1,0,1,2900,2586,1,0.716417910447761
"900",9,3,68,1,0,1,1,1,4,4,1,1,1,3000,2397,1,0.720588235294118
"901",9,3,69,0,0,1,0,1,1,1,0,0,1,3100,3653,0,0.72463768115942
"902",9,3,70,1,0,1,0,0,3,3,1,0,1,3200,3532,1,0.728571428571429
"903",9,3,71,1,0,0,0,1,1,1,0,0,1,3300,3649,0,0.732394366197183
"904",9,3,72,1,0,0,1,0,2,2,0,1,1,3400,4687,0,0.736111111111111
"905",9,3,73,1,1,0,0,0,1,1,0,0,1,3500,2637,0,0.73972602739726
"906",9,3,74,1,1,0,1,0,2,2,0,1,1,3600,2932,0,0.743243243243243
"907",9,3,75,1,1,0,1,0,2,2,0,1,1,3700,2048,0,0.746666666666667
"908",9,3,76,0,0,1,0,0,1,1,0,0,1,3800,2870,0,0.75
"909",9,3,77,1,0,0,0,0,1,1,0,0,1,3900,3029,0,0.753246753246753
"910",9,3,78,0,1,1,1,1,2,2,0,1,1,4000,3893,0,0.756410256410256
"911",9,3,79,0,0,1,1,1,2,2,0,1,1,4100,2434,0,0.759493670886076
"912",9,3,80,1,1,1,1,1,4,4,1,1,1,4200,2354,1,0.7625
"913",9,3,81,0,1,1,1,1,2,2,0,1,1,4300,3419,0,0.765432098765432
"914",9,3,82,0,1,1,0,0,1,1,0,0,1,4400,2341,0,0.768292682926829
"915",9,3,83,0,0,1,0,0,1,1,0,0,1,4500,4398,0,0.771084337349398
"916",9,3,84,1,1,0,0,0,1,1,0,0,1,4600,3544,0,0.773809523809524
"917",9,3,85,0,0,1,0,1,1,1,0,0,1,4700,2324,0,0.776470588235294
"918",9,3,86,0,1,1,0,1,1,1,0,0,1,4800,1328,0,0.779069767441861
"919",9,3,87,0,1,0,1,0,2,2,0,1,1,4900,2100,0,0.781609195402299
"920",9,3,88,1,1,1,1,1,4,4,1,1,1,5000,3153,1,0.784090909090909
"921",9,3,89,0,1,1,1,0,2,2,0,1,1,5100,3034,0,0.786516853932584
"922",9,3,90,0,0,1,0,1,1,1,0,0,1,5200,4107,0,0.788888888888889
"923",9,3,91,1,0,1,1,1,4,4,1,1,1,5300,1966,1,0.791208791208791
"924",9,3,92,1,0,1,0,0,3,3,1,0,1,5400,3496,1,0.793478260869565
"925",9,3,93,1,1,0,0,1,1,1,0,0,1,5500,2295,0,0.795698924731183
"926",9,3,94,1,0,1,0,1,3,3,1,0,1,5600,2955,1,0.797872340425532
"927",9,3,95,0,1,0,1,0,2,2,0,1,1,5700,1463,0,0.8
"928",9,3,96,0,1,0,0,0,1,1,0,0,1,5800,2565,0,0.802083333333333
"929",9,0,97,0,1,0,0,0,1,2,0,0,0,5800,13102,0,0.793814432989691
"930",9,0,98,0,1,0,1,0,2,3,0,1,0,5800,6447,1,0.785714285714286
"931",9,0,99,1,1,1,1,0,4,4,1,1,1,5800,8140,1,0.787878787878788
"932",9,0,100,1,1,1,1,1,4,4,1,1,1,5800,2708,1,0.79
"933",9,0,101,1,0,1,0,1,3,3,1,0,1,5800,5854,1,0.792079207920792
"934",9,0,102,1,1,0,1,1,2,2,0,1,1,5800,5163,0,0.794117647058823
"935",9,0,103,0,0,1,0,1,1,1,0,0,1,5800,6538,0,0.796116504854369
"936",9,0,104,0,0,1,1,1,2,2,0,1,1,5800,4491,0,0.798076923076923
"937",10,1,1,1,0,1,0,0,3,3,1,0,1,100,7055,1,1
"938",10,1,2,0,1,0,0,1,1,1,0,0,1,200,4605,0,1
"939",10,1,3,1,1,1,1,0,4,4,1,1,1,300,3191,1,1
"940",10,1,4,0,0,0,0,1,1,1,0,0,1,400,3353,0,1
"941",10,1,5,0,0,1,0,0,1,2,0,0,0,300,7086,0,0.8
"942",10,1,6,0,1,0,1,0,2,3,0,1,0,200,6100,1,0.666666666666667
"943",10,1,7,1,1,1,0,1,3,4,1,0,0,100,1369,1,0.571428571428571
"944",10,1,8,1,0,0,0,1,1,3,0,0,0,0,6496,1,0.5
"945",10,1,9,1,0,1,1,1,4,4,1,1,1,100,1761,1,0.555555555555556
"946",10,1,10,0,0,1,0,1,1,1,0,0,1,200,1280,0,0.6
"947",10,1,11,1,1,1,0,0,3,3,1,0,1,300,3528,1,0.636363636363636
"948",10,1,12,1,0,0,1,0,2,4,0,1,0,200,1988,1,0.583333333333333
"949",10,1,13,0,1,0,0,0,1,1,0,0,1,300,2824,0,0.615384615384615
"950",10,1,14,0,1,0,1,1,2,2,0,1,1,400,2650,0,0.642857142857143
"951",10,1,15,1,1,1,0,1,3,3,1,0,1,500,2003,1,0.666666666666667
"952",10,1,16,1,0,0,1,1,2,4,0,1,0,400,1387,1,0.625
"953",10,1,17,0,0,1,1,1,2,2,0,1,1,500,3461,0,0.647058823529412
"954",10,1,18,0,0,1,1,0,2,2,0,1,1,600,2619,0,0.666666666666667
"955",10,1,19,1,0,0,0,1,1,3,0,0,0,500,1627,1,0.631578947368421
"956",10,1,20,0,1,0,0,1,1,1,0,0,1,600,1199,0,0.65
"957",10,1,21,1,0,0,0,0,1,3,0,0,0,500,4322,1,0.619047619047619
"958",10,1,22,0,1,1,1,1,2,2,0,1,1,600,1953,0,0.636363636363636
"959",10,1,23,1,1,0,1,1,2,4,0,1,0,500,3293,1,0.608695652173913
"960",10,1,24,0,1,0,1,0,2,2,0,1,1,600,1547,0,0.625
"961",10,1,25,0,0,0,1,1,2,2,0,1,1,700,2267,0,0.64
"962",10,1,26,0,0,0,0,0,1,1,0,0,1,800,944,0,0.653846153846154
"963",10,1,27,1,1,0,1,0,2,4,0,1,0,700,3182,1,0.62962962962963
"964",10,1,28,1,1,1,1,1,4,4,1,1,1,800,1521,1,0.642857142857143
"965",10,1,29,0,0,1,0,1,1,3,0,0,0,700,1607,1,0.620689655172414
"966",10,1,30,1,1,1,1,0,4,4,1,1,1,800,5995,1,0.633333333333333
"967",10,1,31,0,1,1,1,0,2,2,0,1,1,900,1623,0,0.645161290322581
"968",10,1,32,0,0,0,1,0,2,2,0,1,1,1000,1238,0,0.65625
"969",10,2,33,0,0,1,1,1,2,2,0,1,1,1100,780,0,0.666666666666667
"970",10,2,34,1,1,0,0,1,1,3,0,0,0,1000,2136,1,0.647058823529412
"971",10,2,35,0,0,1,1,0,2,2,0,1,1,1100,2147,0,0.657142857142857
"972",10,2,36,0,0,0,1,1,2,2,0,1,1,1200,1241,0,0.666666666666667
"973",10,2,37,1,1,0,0,1,1,3,0,0,0,1100,5831,1,0.648648648648649
"974",10,2,38,0,1,0,1,0,2,2,0,1,1,1200,1809,0,0.657894736842105
"975",10,2,39,0,1,0,0,0,1,1,0,0,1,1300,1838,0,0.666666666666667
"976",10,2,40,0,1,1,0,1,1,1,0,0,1,1400,3018,0,0.675
"977",10,2,41,1,1,1,0,1,3,3,1,0,1,1500,3175,1,0.682926829268293
"978",10,2,42,1,0,0,1,0,2,4,0,1,0,1400,3410,1,0.666666666666667
"979",10,2,43,0,0,1,0,0,1,1,0,0,1,1500,2126,0,0.674418604651163
"980",10,2,44,0,1,0,0,1,1,1,0,0,1,1600,1354,0,0.681818181818182
"981",10,2,45,0,1,1,1,0,2,2,0,1,1,1700,1440,0,0.688888888888889
"982",10,2,46,1,0,0,0,0,1,1,0,0,1,1800,3258,0,0.695652173913043
"983",10,2,47,1,1,1,0,0,3,1,1,0,0,1700,2489,0,0.680851063829787
"984",10,2,48,1,1,0,0,0,1,3,0,0,0,1600,1704,1,0.666666666666667
"985",10,2,49,1,1,1,1,0,4,4,1,1,1,1700,2741,1,0.673469387755102
"986",10,2,50,1,0,1,0,1,3,3,1,0,1,1800,2859,1,0.68
"987",10,2,51,1,0,1,0,1,3,3,1,0,1,1900,1606,1,0.686274509803922
"988",10,2,52,0,1,1,1,0,2,2,0,1,1,2000,1239,0,0.692307692307692
"989",10,2,53,0,0,0,1,0,2,2,0,1,1,2100,2223,0,0.69811320754717
"990",10,2,54,1,1,1,1,1,4,4,1,1,1,2200,3710,1,0.703703703703704
"991",10,2,55,1,1,0,0,1,1,3,0,0,0,2100,4469,1,0.690909090909091
"992",10,2,56,1,0,1,0,0,3,3,1,0,1,2200,1680,1,0.696428571428571
"993",10,2,57,0,1,1,0,1,1,1,0,0,1,2300,2676,0,0.701754385964912
"994",10,2,58,1,0,1,1,1,4,4,1,1,1,2400,3071,1,0.706896551724138
"995",10,2,59,1,0,0,1,0,2,4,0,1,0,2300,1747,1,0.694915254237288
"996",10,2,60,1,1,0,1,1,2,4,0,1,0,2200,3393,1,0.683333333333333
"997",10,2,61,1,1,0,1,0,2,4,0,1,0,2100,1002,1,0.672131147540984
"998",10,2,62,0,1,1,1,1,2,2,0,1,1,2200,1185,0,0.67741935483871
"999",10,2,63,0,0,0,0,0,1,1,0,0,1,2300,1406,0,0.682539682539683
"1000",10,2,64,0,0,1,1,1,2,2,0,1,1,2400,2118,0,0.6875
"1001",10,3,65,0,1,0,0,0,1,1,0,0,1,2500,2458,0,0.692307692307692
"1002",10,3,66,0,0,0,0,1,1,1,0,0,1,2600,2430,0,0.696969696969697
"1003",10,3,67,0,1,1,0,0,1,3,0,0,0,2500,3386,1,0.686567164179104
"1004",10,3,68,0,0,1,0,0,1,1,0,0,1,2600,1647,0,0.691176470588235
"1005",10,3,69,1,0,1,1,0,4,2,1,1,0,2500,4438,0,0.681159420289855
"1006",10,3,70,0,1,0,1,1,2,2,0,1,1,2600,1898,0,0.685714285714286
"1007",10,3,71,0,0,1,1,0,2,2,0,1,1,2700,1813,0,0.690140845070423
"1008",10,3,72,0,0,0,0,0,1,1,0,0,1,2800,1111,0,0.694444444444444
"1009",10,3,73,1,1,1,1,1,4,2,1,1,0,2700,5933,0,0.684931506849315
"1010",10,3,74,0,1,1,0,0,1,1,0,0,1,2800,2239,0,0.689189189189189
"1011",10,3,75,0,0,0,1,0,2,2,0,1,1,2900,3108,0,0.693333333333333
"1012",10,3,76,0,0,0,0,1,1,1,0,0,1,3000,2207,0,0.697368421052632
"1013",10,3,77,0,1,0,1,1,2,2,0,1,1,3100,1964,0,0.701298701298701
"1014",10,3,78,1,0,1,1,0,4,4,1,1,1,3200,1637,1,0.705128205128205
"1015",10,3,79,1,1,0,1,1,2,4,0,1,0,3100,1474,1,0.69620253164557
"1016",10,3,80,1,1,1,0,0,3,3,1,0,1,3200,1450,1,0.7
"1017",10,3,81,1,0,0,0,1,1,3,0,0,0,3100,2568,1,0.691358024691358
"1018",10,3,82,1,1,0,0,0,1,3,0,0,0,3000,1732,1,0.682926829268293
"1019",10,3,83,0,1,1,1,1,2,2,0,1,1,3100,1225,0,0.686746987951807
"1020",10,3,84,1,0,1,0,1,3,3,1,0,1,3200,3027,1,0.69047619047619
"1021",10,3,85,0,1,1,0,1,1,1,0,0,1,3300,4482,0,0.694117647058824
"1022",10,3,86,1,0,1,1,0,4,4,1,1,1,3400,3024,1,0.697674418604651
"1023",10,3,87,1,0,1,1,1,4,4,1,1,1,3500,1856,1,0.701149425287356
"1024",10,3,88,1,1,0,1,0,2,4,0,1,0,3400,822,1,0.693181818181818
"1025",10,3,89,1,0,0,1,1,2,4,0,1,0,3300,1711,1,0.685393258426966
"1026",10,3,90,1,0,0,1,1,2,4,0,1,0,3200,2578,1,0.677777777777778
"1027",10,3,91,1,0,0,0,0,1,3,0,0,0,3100,1474,1,0.67032967032967
"1028",10,3,92,0,0,1,0,1,1,1,0,0,1,3200,1533,0,0.673913043478261
"1029",10,3,93,1,1,0,0,0,1,3,0,0,0,3100,1155,1,0.666666666666667
"1030",10,3,94,0,1,1,0,0,1,1,0,0,1,3200,1248,0,0.670212765957447
"1031",10,3,95,0,0,0,1,1,2,2,0,1,1,3300,2879,0,0.673684210526316
"1032",10,3,96,1,0,1,0,0,3,3,1,0,1,3400,1200,1,0.677083333333333
"1033",10,0,97,1,1,1,1,1,4,3,1,1,0,3400,4952,1,0.670103092783505
"1034",10,0,98,0,1,0,0,0,1,1,0,0,1,3400,1681,0,0.673469387755102
"1035",10,0,99,0,0,1,1,1,2,1,0,1,0,3400,3868,0,0.666666666666667
"1036",10,0,100,1,1,1,1,0,4,3,1,1,0,3400,1723,1,0.66
"1037",10,0,101,0,1,0,1,0,2,1,0,1,0,3400,1166,0,0.653465346534653
"1038",10,0,102,1,1,0,1,1,2,1,0,1,0,3400,930,0,0.647058823529412
"1039",10,0,103,0,0,1,0,1,1,1,0,0,1,3400,1721,0,0.650485436893204
"1040",10,0,104,1,0,1,0,1,3,4,1,0,0,3400,2618,1,0.644230769230769
"1041",11,1,1,0,1,1,0,0,1,2,0,0,0,-100,13819,0,0
"1042",11,1,2,0,1,1,1,1,2,3,0,1,0,-200,5314,1,0
"1043",11,1,3,1,0,0,0,0,1,4,0,0,0,-300,4096,1,0
"1044",11,1,4,0,0,1,1,1,2,4,0,1,0,-400,4419,1,0
"1045",11,1,5,1,1,0,1,0,2,2,0,1,1,-300,4060,0,0.2
"1046",11,1,6,0,0,1,0,1,1,1,0,0,1,-200,5786,0,0.333333333333333
"1047",11,1,7,0,0,1,1,1,2,2,0,1,1,-100,3156,0,0.428571428571429
"1048",11,1,8,1,0,0,0,1,1,4,0,0,0,-200,3047,1,0.375
"1049",11,1,9,0,1,0,0,0,1,2,0,0,0,-300,23285,0,0.333333333333333
"1050",11,1,10,1,0,1,1,1,4,4,1,1,1,-200,10587,1,0.4
"1051",11,1,11,1,0,1,1,0,4,3,1,1,0,-300,12996,1,0.363636363636364
"1052",11,1,12,0,0,0,1,0,2,2,0,1,1,-200,13724,0,0.416666666666667
"1053",11,1,13,0,1,1,0,1,1,1,0,0,1,-100,9568,0,0.461538461538462
"1054",11,1,14,1,1,0,0,1,1,1,0,0,1,0,5266,0,0.5
"1055",11,1,15,0,0,0,0,1,1,1,0,0,1,100,2121,0,0.533333333333333
"1056",11,1,16,0,0,1,1,1,2,4,0,1,0,0,4740,1,0.5
"1057",11,1,17,1,0,1,1,1,4,4,1,1,1,100,4816,1,0.529411764705882
"1058",11,1,18,1,1,1,1,1,4,4,1,1,1,200,3471,1,0.555555555555556
"1059",11,1,19,1,1,1,0,0,3,3,1,0,1,300,14684,1,0.578947368421053
"1060",11,1,20,0,1,1,0,0,1,3,0,0,0,200,9659,1,0.55
"1061",11,1,21,0,0,1,1,0,2,4,0,1,0,100,4193,1,0.523809523809524
"1062",11,1,22,1,0,0,1,0,2,3,0,1,0,0,5386,1,0.5
"1063",11,1,23,0,1,0,0,1,1,2,0,0,0,-100,2050,0,0.478260869565217
"1064",11,1,24,0,1,0,0,1,1,1,0,0,1,0,1914,0,0.5
"1065",11,1,25,1,0,1,1,0,4,3,1,1,0,-100,6135,1,0.48
"1066",11,1,26,1,0,1,1,1,4,4,1,1,1,0,4064,1,0.5
"1067",11,1,27,1,1,0,1,1,2,1,0,1,0,-100,13526,0,0.481481481481481
"1068",11,1,28,1,0,1,0,0,3,3,1,0,1,0,5715,1,0.5
"1069",11,1,29,0,0,0,0,0,1,1,0,0,1,100,4166,0,0.517241379310345
"1070",11,1,30,1,1,1,1,0,4,4,1,1,1,200,4769,1,0.533333333333333
"1071",11,1,31,1,1,1,0,1,3,1,1,0,0,100,4195,0,0.516129032258065
"1072",11,1,32,1,1,0,0,0,1,4,0,0,0,0,7181,1,0.5
"1073",11,2,33,0,1,1,1,0,2,4,0,1,0,-100,3229,1,0.484848484848485
"1074",11,2,34,1,1,0,0,0,1,1,0,0,1,0,9165,0,0.5
"1075",11,2,35,1,1,1,1,0,4,3,1,1,0,-100,7176,1,0.485714285714286
"1076",11,2,36,1,0,0,0,1,1,1,0,0,1,0,3073,0,0.5
"1077",11,2,37,1,0,1,0,0,3,3,1,0,1,100,5222,1,0.513513513513513
"1078",11,2,38,0,0,0,1,0,2,3,0,1,0,0,3414,1,0.5
"1079",11,2,39,0,1,1,1,1,2,4,0,1,0,-100,3767,1,0.487179487179487
"1080",11,2,40,1,0,1,0,1,3,1,1,0,0,-200,4592,0,0.475
"1081",11,2,41,0,1,1,0,0,1,3,0,0,0,-300,3402,1,0.463414634146341
"1082",11,2,42,0,0,1,1,0,2,1,0,1,0,-400,843,0,0.452380952380952
"1083",11,2,43,1,0,0,0,1,1,4,0,0,0,-500,3121,1,0.441860465116279
"1084",11,2,44,0,0,0,0,1,1,1,0,0,1,-400,2197,0,0.454545454545455
"1085",11,2,45,1,1,0,0,0,1,1,0,0,1,-300,7670,0,0.466666666666667
"1086",11,2,46,1,0,0,1,1,2,3,0,1,0,-400,6462,1,0.456521739130435
"1087",11,2,47,0,1,1,0,1,1,1,0,0,1,-300,5547,0,0.468085106382979
"1088",11,2,48,1,1,1,0,0,3,3,1,0,1,-200,5575,1,0.479166666666667
"1089",11,2,49,1,0,1,1,0,4,4,1,1,1,-100,6322,1,0.489795918367347
"1090",11,2,50,0,0,0,1,1,2,2,0,1,1,0,6357,0,0.5
"1091",11,2,51,0,1,0,1,0,2,2,0,1,1,100,3544,0,0.509803921568627
"1092",11,2,52,0,1,0,0,0,1,1,0,0,1,200,5867,0,0.519230769230769
"1093",11,2,53,1,1,1,1,1,4,4,1,1,1,300,17370,1,0.528301886792453
"1094",11,2,54,1,1,0,1,1,2,2,0,1,1,400,7964,0,0.537037037037037
"1095",11,2,55,1,1,1,1,0,4,4,1,1,1,500,12390,1,0.545454545454545
"1096",11,2,56,1,1,0,1,0,2,2,0,1,1,600,2966,0,0.553571428571429
"1097",11,2,57,0,0,1,1,0,2,4,0,1,0,500,3752,1,0.543859649122807
"1098",11,2,58,1,0,1,0,1,3,1,1,0,0,400,6403,0,0.53448275862069
"1099",11,2,59,1,0,0,0,0,1,1,0,0,1,500,8685,0,0.542372881355932
"1100",11,2,60,0,0,1,0,0,1,3,0,0,0,400,6354,1,0.533333333333333
"1101",11,2,61,0,0,0,1,0,2,2,0,1,1,500,3893,0,0.540983606557377
"1102",11,2,62,0,0,0,0,1,1,1,0,0,1,600,1465,0,0.548387096774194
"1103",11,2,63,0,0,0,0,0,1,1,0,0,1,700,1960,0,0.555555555555556
"1104",11,2,64,0,0,1,0,1,1,3,0,0,0,600,2500,1,0.546875
"1105",11,3,65,1,1,1,1,1,4,4,1,1,1,700,6935,1,0.553846153846154
"1106",11,3,66,1,0,0,1,1,2,2,0,1,1,800,2715,0,0.560606060606061
"1107",11,3,67,1,1,1,0,1,3,1,1,0,0,700,4871,0,0.552238805970149
"1108",11,3,68,1,1,0,0,1,1,1,0,0,1,800,1205,0,0.558823529411765
"1109",11,3,69,1,1,1,0,0,3,2,1,0,0,700,3486,0,0.550724637681159
"1110",11,3,70,1,0,0,1,1,2,2,0,1,1,800,6027,0,0.557142857142857
"1111",11,3,71,0,0,0,0,0,1,1,0,0,1,900,5084,0,0.563380281690141
"1112",11,3,72,0,0,0,1,1,2,2,0,1,1,1000,7808,0,0.569444444444444
"1113",11,3,73,0,1,0,1,0,2,2,0,1,1,1100,2523,0,0.575342465753425
"1114",11,3,74,0,0,1,0,0,1,1,0,0,1,1200,1678,0,0.581081081081081
"1115",11,3,75,1,1,0,1,0,2,2,0,1,1,1300,1659,0,0.586666666666667
"1116",11,3,76,0,1,0,1,0,2,2,0,1,1,1400,2572,0,0.592105263157895
"1117",11,3,77,0,1,0,0,1,1,1,0,0,1,1500,1333,0,0.597402597402597
"1118",11,3,78,1,1,0,1,1,2,2,0,1,1,1600,7752,0,0.602564102564103
"1119",11,3,79,0,1,0,1,1,2,2,0,1,1,1700,1427,0,0.607594936708861
"1120",11,3,80,1,0,0,0,0,1,1,0,0,1,1800,1267,0,0.6125
"1121",11,3,81,0,1,1,1,1,2,4,0,1,0,1700,4218,1,0.604938271604938
"1122",11,3,82,0,1,0,1,1,2,2,0,1,1,1800,1187,0,0.609756097560976
"1123",11,3,83,0,1,0,1,1,2,2,0,1,1,1900,1587,0,0.614457831325301
"1124",11,3,84,1,0,1,0,0,3,3,1,0,1,2000,6566,1,0.619047619047619
"1125",11,3,85,0,1,0,0,0,1,1,0,0,1,2100,1288,0,0.623529411764706
"1126",11,3,86,0,0,1,0,1,1,1,0,0,1,2200,3925,0,0.627906976744186
"1127",11,3,87,0,0,0,1,1,2,2,0,1,1,2300,2123,0,0.632183908045977
"1128",11,3,88,1,0,1,0,1,3,3,1,0,1,2400,2213,1,0.636363636363636
"1129",11,3,89,1,1,0,0,1,1,1,0,0,1,2500,5894,0,0.640449438202247
"1130",11,3,90,1,0,0,1,0,2,2,0,1,1,2600,1915,0,0.644444444444444
"1131",11,3,91,0,1,1,1,0,2,4,0,1,0,2500,6104,1,0.637362637362637
"1132",11,3,92,0,1,1,1,0,2,3,0,1,0,2400,1933,1,0.630434782608696
"1133",11,3,93,0,0,1,0,0,1,1,0,0,1,2500,1144,0,0.634408602150538
"1134",11,3,94,1,1,1,0,1,3,1,1,0,0,2400,4858,0,0.627659574468085
"1135",11,3,95,1,0,0,1,0,2,2,0,1,1,2500,1962,0,0.631578947368421
"1136",11,3,96,0,1,1,0,1,1,1,0,0,1,2600,3148,0,0.635416666666667
"1137",11,0,97,1,1,1,1,1,4,4,1,1,1,2600,4843,1,0.639175257731959
"1138",11,0,98,1,1,1,1,0,4,4,1,1,1,2600,2478,1,0.642857142857143
"1139",11,0,99,0,0,1,0,1,1,1,0,0,1,2600,2257,0,0.646464646464647
"1140",11,0,100,1,1,0,1,1,2,4,0,1,0,2600,2886,1,0.64
"1141",11,0,101,1,0,1,0,1,3,2,1,0,0,2600,2032,0,0.633663366336634
"1142",11,0,102,0,0,1,1,1,2,2,0,1,1,2600,1581,0,0.637254901960784
"1143",11,0,103,0,1,0,1,0,2,2,0,1,1,2600,2076,0,0.640776699029126
"1144",11,0,104,0,1,0,0,0,1,1,0,0,1,2600,2391,0,0.644230769230769
"1145",12,1,1,1,0,0,1,1,2,3,0,1,0,-100,10356,1,0
"1146",12,1,2,0,0,0,1,0,2,1,0,1,0,-200,2752,0,0
"1147",12,1,3,0,0,1,0,0,1,2,0,0,0,-300,3898,0,0
"1148",12,1,4,0,1,1,1,1,2,4,0,1,0,-400,5752,1,0
"1149",12,1,5,1,1,0,0,1,1,1,0,0,1,-300,1753,0,0.2
"1150",12,1,6,0,1,1,1,1,2,2,0,1,1,-200,5469,0,0.333333333333333
"1151",12,1,7,1,1,1,0,0,3,3,1,0,1,-100,4715,1,0.428571428571429
"1152",12,1,8,0,1,0,1,1,2,1,0,1,0,-200,1936,0,0.375
"1153",12,1,9,1,0,0,0,0,1,3,0,0,0,-300,3293,1,0.333333333333333
"1154",12,1,10,1,0,0,0,0,1,1,0,0,1,-200,1984,0,0.4
"1155",12,1,11,1,0,1,1,1,4,2,1,1,0,-300,2794,0,0.363636363636364
"1156",12,1,12,0,0,0,1,1,2,4,0,1,0,-400,2153,1,0.333333333333333
"1157",12,1,13,0,1,1,1,0,2,4,0,1,0,-500,3212,1,0.307692307692308
"1158",12,1,14,1,0,0,1,1,2,2,0,1,1,-400,5453,0,0.357142857142857
"1159",12,1,15,0,0,0,0,0,1,1,0,0,1,-300,1523,0,0.4
"1160",12,1,16,1,1,1,0,0,3,1,1,0,0,-400,911,0,0.375
"1161",12,1,17,1,1,1,1,1,4,2,1,1,0,-500,1084,0,0.352941176470588
"1162",12,1,18,0,0,0,1,0,2,3,0,1,0,-600,2560,1,0.333333333333333
"1163",12,1,19,0,0,1,1,1,2,3,0,1,0,-700,2322,1,0.315789473684211
"1164",12,1,20,0,1,0,0,1,1,1,0,0,1,-600,1758,0,0.35
"1165",12,1,21,1,0,0,0,1,1,1,0,0,1,-500,1138,0,0.380952380952381
"1166",12,1,22,0,1,1,0,0,1,1,0,0,1,-400,1980,0,0.409090909090909
"1167",12,1,23,1,1,1,1,1,4,2,1,1,0,-500,1964,0,0.391304347826087
"1168",12,1,24,1,1,0,0,1,1,1,0,0,1,-400,1677,0,0.416666666666667
"1169",12,1,25,0,1,0,1,1,2,3,0,1,0,-500,2788,1,0.4
"1170",12,1,26,1,1,0,1,0,2,3,0,1,0,-600,5045,1,0.384615384615385
"1171",12,1,27,1,0,0,0,1,1,1,0,0,1,-500,1174,0,0.407407407407407
"1172",12,1,28,0,0,1,1,1,2,3,0,1,0,-600,7406,1,0.392857142857143
"1173",12,1,29,1,1,0,1,0,2,2,0,1,1,-500,1647,0,0.413793103448276
"1174",12,1,30,0,1,1,1,0,2,2,0,1,1,-400,1238,0,0.433333333333333
"1175",12,1,31,1,1,0,1,0,2,4,0,1,0,-500,4885,1,0.419354838709677
"1176",12,1,32,0,0,0,0,1,1,1,0,0,1,-400,899,0,0.4375
"1177",12,2,33,0,0,1,0,1,1,1,0,0,1,-300,961,0,0.454545454545455
"1178",12,2,34,0,0,1,1,0,2,2,0,1,1,-200,2771,0,0.470588235294118
"1179",12,2,35,0,1,1,0,1,1,1,0,0,1,-100,805,0,0.485714285714286
"1180",12,2,36,1,1,1,1,0,4,2,1,1,0,-200,902,0,0.472222222222222
"1181",12,2,37,0,0,0,0,1,1,1,0,0,1,-100,705,0,0.486486486486487
"1182",12,2,38,1,1,0,1,1,2,4,0,1,0,-200,2678,1,0.473684210526316
"1183",12,2,39,1,1,1,1,0,4,2,1,1,0,-300,1476,0,0.461538461538462
"1184",12,2,40,1,1,0,1,1,2,2,0,1,1,-200,2112,0,0.475
"1185",12,2,41,1,1,0,1,1,2,2,0,1,1,-100,956,0,0.48780487804878
"1186",12,2,42,1,1,1,0,1,3,1,1,0,0,-200,951,0,0.476190476190476
"1187",12,2,43,1,1,1,0,0,3,1,1,0,0,-300,793,0,0.465116279069767
"1188",12,2,44,1,1,1,1,1,4,2,1,1,0,-400,842,0,0.454545454545455
"1189",12,2,45,0,1,0,1,0,2,2,0,1,1,-300,1080,0,0.466666666666667
"1190",12,2,46,0,0,0,1,1,2,2,0,1,1,-200,4028,0,0.478260869565217
"1191",12,2,47,0,0,0,0,1,1,1,0,0,1,-100,805,0,0.48936170212766
"1192",12,2,48,1,0,0,1,1,2,2,0,1,1,0,1678,0,0.5
"1193",12,2,49,0,1,1,0,0,1,1,0,0,1,100,2667,0,0.510204081632653
"1194",12,2,50,0,0,0,0,0,1,1,0,0,1,200,754,0,0.52
"1195",12,2,51,0,1,0,0,0,1,1,0,0,1,300,1333,0,0.529411764705882
"1196",12,2,52,1,0,1,1,1,4,2,1,1,0,200,1546,0,0.519230769230769
"1197",12,2,53,0,0,0,0,0,1,1,0,0,1,300,906,0,0.528301886792453
"1198",12,2,54,0,0,1,1,0,2,2,0,1,1,400,3008,0,0.537037037037037
"1199",12,2,55,0,1,0,1,0,2,2,0,1,1,500,1496,0,0.545454545454545
"1200",12,2,56,0,1,0,0,0,1,1,0,0,1,600,1005,0,0.553571428571429
"1201",12,2,57,0,0,1,1,0,2,2,0,1,1,700,2038,0,0.56140350877193
"1202",12,2,58,0,1,0,1,1,2,2,0,1,1,800,2453,0,0.568965517241379
"1203",12,2,59,0,1,1,1,1,2,2,0,1,1,900,940,0,0.576271186440678
"1204",12,2,60,0,0,1,0,0,1,1,0,0,1,1000,1016,0,0.583333333333333
"1205",12,2,61,0,0,1,0,1,1,1,0,0,1,1100,889,0,0.590163934426229
"1206",12,2,62,1,0,0,1,0,2,2,0,1,1,1200,1573,0,0.596774193548387
"1207",12,2,63,1,0,1,0,1,3,1,1,0,0,1100,728,0,0.587301587301587
"1208",12,2,64,1,1,0,0,0,1,1,0,0,1,1200,1708,0,0.59375
