"","subject","cycle","trial","spots","eyes","legs","arms","color","category","response","dangerous","nutricious","correct","cumulative","RT","choices_simple","performance"
"580",6,2,60,1,0,0,0,1,1,1,0,0,1,2800,3323,0,0.733333333333333
"581",6,2,61,1,0,1,1,1,4,4,1,1,1,2900,4703,1,0.737704918032787
"582",6,2,62,0,1,0,0,0,1,1,0,0,1,3000,2307,0,0.741935483870968
"583",6,2,63,1,1,0,1,1,2,2,0,1,1,3100,3776,0,0.746031746031746
"584",6,2,64,0,0,1,1,0,2,2,0,1,1,3200,3194,0,0.75
"585",6,3,65,0,1,1,0,1,1,1,0,0,1,3300,1802,0,0.753846153846154
"586",6,3,66,1,1,1,0,1,3,3,1,0,1,3400,3621,1,0.757575757575758
"587",6,3,67,0,1,0,0,1,1,1,0,0,1,3500,1678,0,0.761194029850746
"588",6,3,68,0,0,1,0,0,1,1,0,0,1,3600,1691,0,0.764705882352941
"589",6,3,69,1,0,0,0,1,1,1,0,0,1,3700,1538,0,0.768115942028985
"590",6,3,70,1,0,1,1,1,4,4,1,1,1,3800,2142,1,0.771428571428571
"591",6,3,71,1,0,0,0,0,1,1,0,0,1,3900,1488,0,0.774647887323944
"592",6,3,72,0,1,1,1,1,2,2,0,1,1,4000,2750,0,0.777777777777778
"593",6,3,73,1,0,1,0,0,3,3,1,0,1,4100,3048,1,0.780821917808219
"594",6,3,74,0,0,1,1,0,2,2,0,1,1,4200,2768,0,0.783783783783784
"595",6,3,75,0,1,0,1,1,2,2,0,1,1,4300,3545,0,0.786666666666667
"596",6,3,76,0,0,1,1,1,2,2,0,1,1,4400,1869,0,0.789473684210526
"597",6,3,77,1,1,1,1,1,4,4,1,1,1,4500,1698,1,0.792207792207792
"598",6,3,78,1,0,1,0,0,3,3,1,0,1,4600,1429,1,0.794871794871795
"599",6,3,79,1,1,0,0,0,1,1,0,0,1,4700,5071,0,0.79746835443038
"600",6,3,80,1,1,0,0,1,1,1,0,0,1,4800,1285,0,0.8
"601",6,3,81,1,0,0,1,0,2,2,0,1,1,4900,2043,0,0.802469135802469
"602",6,3,82,1,0,0,0,0,1,1,0,0,1,5000,2786,0,0.804878048780488
"603",6,3,83,0,0,0,0,1,1,1,0,0,1,5100,1556,0,0.807228915662651
"604",6,3,84,1,1,1,0,0,3,3,1,0,1,5200,1783,1,0.80952380952381
"605",6,3,85,0,1,0,1,0,2,2,0,1,1,5300,2865,0,0.811764705882353
"606",6,3,86,0,1,0,0,0,1,1,0,0,1,5400,2711,0,0.813953488372093
"607",6,3,87,0,1,1,1,0,2,2,0,1,1,5500,5020,0,0.816091954022989
"608",6,3,88,1,1,1,1,1,4,4,1,1,1,5600,2549,1,0.818181818181818
"609",6,3,89,0,0,1,0,0,1,1,0,0,1,5700,1782,0,0.820224719101124
"610",6,3,90,0,0,1,1,1,2,2,0,1,1,5800,1721,0,0.822222222222222
"611",6,3,91,0,0,1,1,1,2,2,0,1,1,5900,2172,0,0.824175824175824
"612",6,3,92,1,0,1,1,0,4,4,1,1,1,6000,2118,1,0.826086956521739
"613",6,3,93,0,1,1,1,0,2,2,0,1,1,6100,3866,0,0.827956989247312
"614",6,3,94,0,0,1,0,1,1,1,0,0,1,6200,3864,0,0.829787234042553
"615",6,3,95,0,0,0,0,1,1,1,0,0,1,6300,1359,0,0.831578947368421
"616",6,3,96,1,0,1,1,0,4,4,1,1,1,6400,3688,1,0.833333333333333
"617",6,0,97,1,1,1,1,1,4,4,1,1,1,6400,9415,1,0.835051546391753
"618",6,0,98,0,1,0,1,0,2,2,0,1,1,6400,5435,0,0.836734693877551
"619",6,0,99,0,0,1,0,1,1,1,0,0,1,6400,4657,0,0.838383838383838
"620",6,0,100,0,1,0,0,0,1,1,0,0,1,6400,4316,0,0.84
"621",6,0,101,0,0,1,1,1,2,2,0,1,1,6400,4102,0,0.841584158415842
"622",6,0,102,1,1,1,1,0,4,4,1,1,1,6400,3031,1,0.843137254901961
"623",6,0,103,1,0,1,0,1,3,3,1,0,1,6400,2676,1,0.844660194174757
"624",6,0,104,1,1,0,1,1,2,2,0,1,1,6400,7536,0,0.846153846153846
"625",7,1,1,0,1,0,1,0,2,1,0,1,0,-100,16383,0,0
"626",7,1,2,0,0,0,0,1,1,2,0,0,0,-200,5792,0,0
"627",7,1,3,0,0,0,1,1,2,2,0,1,1,-100,8034,0,0.333333333333333
"628",7,1,4,0,1,1,0,1,1,4,0,0,0,-200,4066,1,0.25
"629",7,1,5,0,0,0,1,0,2,2,0,1,1,-100,3031,0,0.4
"630",7,1,6,1,1,1,0,1,3,4,1,0,0,-200,3718,1,0.333333333333333
"631",7,1,7,1,0,1,0,1,3,4,1,0,0,-300,2067,1,0.285714285714286
"632",7,1,8,1,0,1,0,0,3,4,1,0,0,-400,5776,1,0.25
"633",7,1,9,0,0,0,0,0,1,1,0,0,1,-300,5595,0,0.333333333333333
"634",7,1,10,0,1,0,1,1,2,1,0,1,0,-400,1324,0,0.3
"635",7,1,11,1,1,0,0,0,1,3,0,0,0,-500,3072,1,0.272727272727273
"636",7,1,12,0,0,1,0,0,1,2,0,0,0,-600,3893,0,0.25
"637",7,1,13,0,0,1,1,0,2,2,0,1,1,-500,5122,0,0.307692307692308
"638",7,1,14,0,1,1,1,1,2,2,0,1,1,-400,3255,0,0.357142857142857
"639",7,1,15,1,1,0,0,0,1,3,0,0,0,-500,2396,1,0.333333333333333
"640",7,1,16,0,0,1,0,1,1,1,0,0,1,-400,2246,0,0.375
"641",7,1,17,0,1,1,1,0,2,1,0,1,0,-500,4150,0,0.352941176470588
"642",7,1,18,0,1,1,1,0,2,1,0,1,0,-600,3776,0,0.333333333333333
"643",7,1,19,1,1,0,1,0,2,3,0,1,0,-700,3226,1,0.315789473684211
"644",7,1,20,0,0,1,1,1,2,2,0,1,1,-600,2834,0,0.35
"645",7,1,21,0,0,1,0,0,1,1,0,0,1,-500,3082,0,0.380952380952381
"646",7,1,22,1,1,1,0,1,3,4,1,0,0,-600,2551,1,0.363636363636364
"647",7,1,23,1,1,1,1,0,4,4,1,1,1,-500,1938,1,0.391304347826087
"648",7,1,24,1,0,1,1,0,4,4,1,1,1,-400,1556,1,0.416666666666667
"649",7,1,25,1,1,0,1,1,2,3,0,1,0,-500,4862,1,0.4
"650",7,1,26,0,1,1,1,0,2,2,0,1,1,-400,5156,0,0.423076923076923
"651",7,1,27,0,0,1,1,1,2,2,0,1,1,-300,2967,0,0.444444444444444
"652",7,1,28,0,1,0,0,0,1,1,0,0,1,-200,1593,0,0.464285714285714
"653",7,1,29,0,0,1,0,1,1,2,0,0,0,-300,2515,0,0.448275862068966
"654",7,1,30,1,1,1,0,1,3,3,1,0,1,-200,2582,1,0.466666666666667
"655",7,1,31,0,1,0,1,1,2,1,0,1,0,-300,2161,0,0.451612903225806
"656",7,1,32,0,0,0,1,1,2,1,0,1,0,-400,2315,0,0.4375
"657",7,2,33,1,1,1,0,0,3,4,1,0,0,-500,7048,1,0.424242424242424
"658",7,2,34,1,1,0,0,1,1,1,0,0,1,-400,1495,0,0.441176470588235
"659",7,2,35,1,1,0,0,1,1,1,0,0,1,-300,2595,0,0.457142857142857
"660",7,2,36,1,0,1,1,0,4,4,1,1,1,-200,3270,1,0.472222222222222
"661",7,2,37,1,0,1,1,1,4,4,1,1,1,-100,1258,1,0.486486486486487
"662",7,2,38,0,0,0,1,0,2,1,0,1,0,-200,2288,0,0.473684210526316
"663",7,2,39,0,1,0,1,1,2,2,0,1,1,-100,2582,0,0.487179487179487
"664",7,2,40,0,0,0,0,1,1,1,0,0,1,0,1102,0,0.5
"665",7,2,41,1,0,0,0,0,1,1,0,0,1,100,4163,0,0.51219512195122
"666",7,2,42,1,0,1,1,1,4,4,1,1,1,200,2502,1,0.523809523809524
"667",7,2,43,0,0,0,0,1,1,1,0,0,1,300,1873,0,0.534883720930233
"668",7,2,44,1,0,0,0,0,1,1,0,0,1,400,4895,0,0.545454545454545
"669",7,2,45,1,1,1,0,0,3,2,1,0,0,300,2708,0,0.533333333333333
"670",7,2,46,0,1,0,0,1,1,1,0,0,1,400,1905,0,0.543478260869565
"671",7,2,47,0,1,0,1,0,2,2,0,1,1,500,1974,0,0.553191489361702
"672",7,2,48,1,0,0,1,0,2,2,0,1,1,600,4927,0,0.5625
"673",7,2,49,1,0,0,1,0,2,2,0,1,1,700,1540,0,0.571428571428571
"674",7,2,50,1,0,0,1,1,2,2,0,1,1,800,694,0,0.58
"675",7,2,51,1,1,0,1,0,2,2,0,1,1,900,1252,0,0.588235294117647
"676",7,2,52,1,1,0,1,0,2,2,0,1,1,1000,2363,0,0.596153846153846
"677",7,2,53,1,1,1,1,0,4,4,1,1,1,1100,4293,1,0.60377358490566
"678",7,2,54,1,0,1,1,0,4,4,1,1,1,1200,1050,1,0.611111111111111
"679",7,2,55,0,1,1,0,0,1,2,0,0,0,1100,3120,0,0.6
"680",7,2,56,0,0,0,0,0,1,1,0,0,1,1200,1692,0,0.607142857142857
"681",7,2,57,1,0,1,0,1,3,1,1,0,0,1100,1907,0,0.596491228070175
"682",7,2,58,1,1,1,1,0,4,4,1,1,1,1200,1766,1,0.603448275862069
"683",7,2,59,1,0,0,0,1,1,3,0,0,0,1100,6007,1,0.593220338983051
"684",7,2,60,1,1,1,1,1,4,4,1,1,1,1200,1496,1,0.6
"685",7,2,61,0,0,1,1,0,2,2,0,1,1,1300,2219,0,0.60655737704918
"686",7,2,62,1,0,0,1,1,2,2,0,1,1,1400,5012,0,0.612903225806452
"687",7,2,63,0,1,1,1,1,2,2,0,1,1,1500,3348,0,0.619047619047619
"688",7,2,64,0,1,1,0,1,1,1,0,0,1,1600,3783,0,0.625
"689",7,3,65,0,1,0,0,1,1,1,0,0,1,1700,1227,0,0.630769230769231
"690",7,3,66,0,1,0,0,0,1,1,0,0,1,1800,1305,0,0.636363636363636
"691",7,3,67,1,0,1,0,0,3,2,1,0,0,1700,4606,0,0.626865671641791
"692",7,3,68,1,0,0,0,1,1,1,0,0,1,1800,2439,0,0.632352941176471
"693",7,3,69,1,1,0,0,0,1,3,0,0,0,1700,2021,1,0.623188405797101
"694",7,3,70,0,0,0,1,0,2,2,0,1,1,1800,2085,0,0.628571428571429
"695",7,3,71,1,0,0,0,1,1,3,0,0,0,1700,7315,1,0.619718309859155
"696",7,3,72,1,0,0,1,1,2,3,0,1,0,1600,1439,1,0.611111111111111
"697",7,3,73,0,1,0,1,0,2,2,0,1,1,1700,1805,0,0.616438356164384
"698",7,3,74,0,1,0,0,1,1,1,0,0,1,1800,1039,0,0.621621621621622
"699",7,3,75,0,0,1,1,1,2,2,0,1,1,1900,2583,0,0.626666666666667
"700",7,3,76,1,0,1,0,0,3,1,1,0,0,1800,2688,0,0.618421052631579
"701",7,3,77,1,0,1,0,1,3,3,1,0,1,1900,1413,1,0.623376623376623
"702",7,3,78,1,1,0,1,1,2,2,0,1,1,2000,2862,0,0.628205128205128
"703",7,3,79,0,0,1,1,0,2,2,0,1,1,2100,2204,0,0.632911392405063
"704",7,3,80,0,1,0,0,0,1,1,0,0,1,2200,3526,0,0.6375
"705",7,3,81,0,1,1,1,1,2,2,0,1,1,2300,2432,0,0.641975308641975
"706",7,3,82,1,0,0,1,0,2,2,0,1,1,2400,2848,0,0.646341463414634
"707",7,3,83,1,0,0,0,0,1,1,0,0,1,2500,1215,0,0.650602409638554
"708",7,3,84,0,0,1,0,1,1,1,0,0,1,2600,2207,0,0.654761904761905
"709",7,3,85,1,1,1,0,0,3,1,1,0,0,2500,2121,0,0.647058823529412
"710",7,3,86,1,1,1,1,1,4,2,1,1,0,2400,1046,0,0.63953488372093
"711",7,3,87,1,0,1,1,1,4,4,1,1,1,2500,1746,1,0.64367816091954
"712",7,3,88,0,0,0,1,1,2,2,0,1,1,2600,2156,0,0.647727272727273
"713",7,3,89,1,1,0,1,1,2,2,0,1,1,2700,855,0,0.651685393258427
"714",7,3,90,0,1,1,0,0,1,1,0,0,1,2800,1573,0,0.655555555555556
"715",7,3,91,1,1,1,1,1,4,4,1,1,1,2900,1599,1,0.659340659340659
"716",7,3,92,0,1,1,0,1,1,1,0,0,1,3000,1631,0,0.66304347826087
"717",7,3,93,0,0,0,0,0,1,1,0,0,1,3100,1248,0,0.666666666666667
"718",7,3,94,1,1,0,0,1,1,1,0,0,1,3200,5350,0,0.670212765957447
"719",7,3,95,0,1,1,0,0,1,1,0,0,1,3300,2402,0,0.673684210526316
"720",7,3,96,0,0,1,0,0,1,1,0,0,1,3400,3787,0,0.677083333333333
"721",7,0,97,0,1,0,0,0,1,1,0,0,1,3400,5391,0,0.680412371134021
"722",7,0,98,1,1,1,1,0,4,2,1,1,0,3400,5284,0,0.673469387755102
"723",7,0,99,0,0,1,0,1,1,1,0,0,1,3400,1383,0,0.676767676767677
"724",7,0,100,1,1,1,1,1,4,3,1,1,0,3400,2310,1,0.67
"725",7,0,101,0,0,1,1,1,2,2,0,1,1,3400,1911,0,0.673267326732673
"726",7,0,102,1,1,0,1,1,2,2,0,1,1,3400,1378,0,0.676470588235294
"727",7,0,103,1,0,1,0,1,3,1,1,0,0,3400,5114,0,0.669902912621359
"728",7,0,104,0,1,0,1,0,2,1,0,1,0,3400,914,0,0.663461538461538
"729",8,1,1,1,0,1,0,1,3,2,1,0,0,-100,8330,0,0
"730",8,1,2,0,1,0,1,0,2,1,0,1,0,-200,3109,0,0
"731",8,1,3,1,1,0,0,1,1,2,0,0,0,-300,3521,0,0
"732",8,1,4,1,0,0,0,1,1,1,0,0,1,-200,1701,0,0.25
"733",8,1,5,1,0,0,1,1,2,1,0,1,0,-300,14681,0,0.2
"734",8,1,6,1,0,1,1,1,4,4,1,1,1,-200,4598,1,0.333333333333333
"735",8,1,7,0,1,1,0,1,1,3,0,0,0,-300,5359,1,0.285714285714286
"736",8,1,8,1,1,1,1,1,4,4,1,1,1,-200,2817,1,0.375
"737",8,1,9,1,1,1,1,1,4,4,1,1,1,-100,1897,1,0.444444444444444
"738",8,1,10,1,0,1,0,0,3,2,1,0,0,-200,11637,0,0.4
"739",8,1,11,1,1,0,1,0,2,3,0,1,0,-300,1987,1,0.363636363636364
"740",8,1,12,0,1,0,1,1,2,1,0,1,0,-400,3029,0,0.333333333333333
"741",8,1,13,1,0,1,1,1,4,4,1,1,1,-300,4555,1,0.384615384615385
"742",8,1,14,0,1,0,0,0,1,2,0,0,0,-400,3862,0,0.357142857142857
"743",8,1,15,1,1,1,0,1,3,2,1,0,0,-500,1908,0,0.333333333333333
"744",8,1,16,1,0,1,0,1,3,3,1,0,1,-400,1463,1,0.375
"745",8,1,17,0,0,1,1,0,2,2,0,1,1,-300,24327,0,0.411764705882353
"746",8,1,18,0,0,0,1,0,2,1,0,1,0,-400,2707,0,0.388888888888889
"747",8,1,19,1,1,1,1,0,4,2,1,1,0,-500,1929,0,0.368421052631579
"748",8,1,20,1,0,1,1,0,4,4,1,1,1,-400,1745,1,0.4
"749",8,1,21,1,1,0,1,1,2,2,0,1,1,-300,3771,0,0.428571428571429
"750",8,1,22,1,0,0,1,1,2,2,0,1,1,-200,1348,0,0.454545454545455
"751",8,1,23,1,0,0,1,0,2,2,0,1,1,-100,1511,0,0.478260869565217
"752",8,1,24,0,0,1,0,0,1,3,0,0,0,-200,5628,1,0.458333333333333
"753",8,1,25,0,0,0,0,1,1,1,0,0,1,-100,1669,0,0.48
"754",8,1,26,0,1,1,0,0,1,1,0,0,1,0,2346,0,0.5
"755",8,1,27,1,1,0,0,1,1,1,0,0,1,100,1533,0,0.518518518518518
"756",8,1,28,0,1,0,1,1,2,2,0,1,1,200,6338,0,0.535714285714286
"757",8,1,29,1,0,0,0,0,1,1,0,0,1,300,1052,0,0.551724137931034
"758",8,1,30,1,1,1,1,0,4,4,1,1,1,400,1660,1,0.566666666666667
"759",8,1,31,0,0,1,0,1,1,1,0,0,1,500,3217,0,0.580645161290323
"760",8,1,32,0,1,1,1,1,2,4,0,1,0,400,5578,1,0.5625
"761",8,2,33,0,1,1,1,1,2,2,0,1,1,500,2331,0,0.575757575757576
"762",8,2,34,1,1,0,1,0,2,2,0,1,1,600,2247,0,0.588235294117647
"763",8,2,35,1,1,0,1,0,2,2,0,1,1,700,3797,0,0.6
"764",8,2,36,1,1,1,0,0,3,1,1,0,0,600,2095,0,0.583333333333333
"765",8,2,37,0,1,1,1,0,2,1,0,1,0,500,1363,0,0.567567567567568
"766",8,2,38,0,0,1,0,0,1,2,0,0,0,400,1957,0,0.552631578947368
"767",8,2,39,0,0,1,1,1,2,2,0,1,1,500,2079,0,0.564102564102564
"768",8,2,40,1,1,1,0,0,3,3,1,0,1,600,2286,1,0.575
"769",8,2,41,0,0,1,0,1,1,2,0,0,0,500,1307,0,0.560975609756098
"770",8,2,42,0,0,1,1,1,2,2,0,1,1,600,1391,0,0.571428571428571
"771",8,2,43,0,0,0,1,1,2,2,0,1,1,700,3081,0,0.581395348837209
"772",8,2,44,1,0,0,0,0,1,1,0,0,1,800,3629,0,0.590909090909091
"773",8,2,45,1,1,0,0,1,1,1,0,0,1,900,1070,0,0.6
"774",8,2,46,1,0,1,1,0,4,4,1,1,1,1000,3219,1,0.608695652173913
"775",8,2,47,0,0,1,1,0,2,2,0,1,1,1100,4003,0,0.617021276595745
"776",8,2,48,1,0,0,1,0,2,3,0,1,0,1000,2860,1,0.604166666666667
"777",8,2,49,0,1,1,0,1,1,1,0,0,1,1100,1394,0,0.612244897959184
"778",8,2,50,0,0,1,0,1,1,1,0,0,1,1200,7307,0,0.62
"779",8,2,51,0,1,0,0,0,1,1,0,0,1,1300,1480,0,0.627450980392157
"780",8,2,52,1,0,0,1,1,2,2,0,1,1,1400,4470,0,0.634615384615385
"781",8,2,53,0,0,0,0,0,1,1,0,0,1,1500,965,0,0.641509433962264
"782",8,2,54,0,0,0,1,0,2,2,0,1,1,1600,1631,0,0.648148148148148
"783",8,2,55,1,0,0,0,1,1,2,0,0,0,1500,1270,0,0.636363636363636
"784",8,2,56,0,1,0,1,0,2,2,0,1,1,1600,1052,0,0.642857142857143
"785",8,2,57,1,1,0,0,0,1,1,0,0,1,1700,1041,0,0.649122807017544
"786",8,2,58,1,1,0,0,0,1,1,0,0,1,1800,1450,0,0.655172413793103
"787",8,2,59,0,0,0,1,1,2,2,0,1,1,1900,1529,0,0.661016949152542
"788",8,2,60,0,0,0,0,0,1,1,0,0,1,2000,1556,0,0.666666666666667
"789",8,2,61,1,1,1,1,1,4,3,1,1,0,1900,6600,1,0.655737704918033
"790",8,2,62,0,1,0,0,0,1,1,0,0,1,2000,1774,0,0.661290322580645
"791",8,2,63,0,1,0,0,1,1,1,0,0,1,2100,921,0,0.666666666666667
"792",8,2,64,0,1,0,0,1,1,1,0,0,1,2200,765,0,0.671875
"793",8,3,65,1,1,0,1,1,2,3,0,1,0,2100,2088,1,0.661538461538462
"794",8,3,66,0,1,1,0,0,1,1,0,0,1,2200,1765,0,0.666666666666667
"795",8,3,67,1,0,1,0,1,3,1,1,0,0,2100,1432,0,0.656716417910448
"796",8,3,68,0,0,1,1,1,2,2,0,1,1,2200,1559,0,0.661764705882353
"797",8,3,69,0,0,1,0,0,1,1,0,0,1,2300,1889,0,0.666666666666667
"798",8,3,70,1,0,1,1,0,4,4,1,1,1,2400,2007,1,0.671428571428571
"799",8,3,71,1,0,1,0,0,3,3,1,0,1,2500,3742,1,0.676056338028169
"800",8,3,72,0,0,0,1,1,2,2,0,1,1,2600,1842,0,0.680555555555556
"801",8,3,73,0,1,1,0,1,1,1,0,0,1,2700,6842,0,0.684931506849315
"802",8,3,74,1,1,0,1,1,2,2,0,1,1,2800,1897,0,0.689189189189189
"803",8,3,75,0,0,0,0,1,1,1,0,0,1,2900,1390,0,0.693333333333333
"804",8,3,76,0,0,0,0,1,1,1,0,0,1,3000,1143,0,0.697368421052632
"805",8,3,77,1,0,0,1,0,2,2,0,1,1,3100,10490,0,0.701298701298701
"806",8,3,78,0,1,1,1,1,2,2,0,1,1,3200,1815,0,0.705128205128205
"807",8,3,79,0,0,0,0,0,1,1,0,0,1,3300,2192,0,0.708860759493671
"808",8,3,80,1,1,1,0,1,3,3,1,0,1,3400,1593,1,0.7125
"809",8,3,81,0,0,0,1,0,2,2,0,1,1,3500,1451,0,0.716049382716049
"810",8,3,82,0,0,1,1,0,2,2,0,1,1,3600,1882,0,0.719512195121951
"811",8,3,83,1,0,0,0,0,1,1,0,0,1,3700,5783,0,0.72289156626506
"812",8,3,84,1,0,1,0,0,3,3,1,0,1,3800,1226,1,0.726190476190476
"813",8,3,85,1,1,1,0,1,3,3,1,0,1,3900,1290,1,0.729411764705882
"814",8,3,86,0,1,1,0,0,1,1,0,0,1,4000,1544,0,0.732558139534884
"815",8,3,87,1,0,0,0,1,1,1,0,0,1,4100,3459,0,0.735632183908046
"816",8,3,88,0,1,1,1,0,2,2,0,1,1,4200,2730,0,0.738636363636364
"817",8,3,89,0,1,1,1,0,2,2,0,1,1,4300,997,0,0.741573033707865
"818",8,3,90,1,1,0,0,0,1,1,0,0,1,4400,1446,0,0.744444444444444
"819",8,3,91,0,1,0,0,1,1,1,0,0,1,4500,974,0,0.747252747252747
"820",8,3,92,0,1,0,1,0,2,2,0,1,1,4600,1671,0,0.75
"821",8,3,93,1,1,1,0,0,3,3,1,0,1,4700,7703,1,0.752688172043011
"822",8,3,94,1,1,1,1,0,4,4,1,1,1,4800,2331,1,0.75531914893617
"823",8,3,95,0,1,0,1,1,2,2,0,1,1,4900,1478,0,0.757894736842105
"824",8,3,96,1,0,1,1,1,4,4,1,1,1,5000,2868,1,0.760416666666667
"825",8,0,97,0,0,1,1,1,2,4,0,1,0,5000,5819,1,0.752577319587629
"826",8,0,98,0,1,0,0,0,1,1,0,0,1,5000,19288,0,0.755102040816326
"827",8,0,99,1,1,1,1,0,4,4,1,1,1,5000,2067,1,0.757575757575758
"828",8,0,100,0,0,1,0,1,1,3,0,0,0,5000,5150,1,0.75
"829",8,0,101,1,0,1,0,1,3,3,1,0,1,5000,1462,1,0.752475247524752
"830",8,0,102,1,1,0,1,1,2,2,0,1,1,5000,1659,0,0.754901960784314
"831",8,0,103,1,1,1,1,1,4,4,1,1,1,5000,2262,1,0.757281553398058
"832",8,0,104,0,1,0,1,0,2,2,0,1,1,5000,1882,0,0.759615384615385
"833",9,1,1,1,1,1,0,1,3,2,1,0,0,-100,7362,0,0
"834",9,1,2,1,1,0,1,1,2,3,0,1,0,-200,4420,1,0
"835",9,1,3,0,1,0,1,1,2,2,0,1,1,-100,1980,0,0.333333333333333
"836",9,1,4,1,1,0,0,1,1,3,0,0,0,-200,2605,1,0.25
"837",9,1,5,1,0,1,1,0,4,2,1,1,0,-300,2542,0,0.2
"838",9,1,6,1,1,1,0,0,3,3,1,0,1,-200,5702,1,0.333333333333333
"839",9,1,7,1,1,1,0,1,3,3,1,0,1,-100,5188,1,0.428571428571429
"840",9,1,8,1,0,0,0,0,1,4,0,0,0,-200,7573,1,0.375
"841",9,1,9,1,0,0,0,1,1,3,0,0,0,-300,6887,1,0.333333333333333
"842",9,1,10,0,0,0,0,0,1,1,0,0,1,-200,4148,0,0.4
"843",9,1,11,1,1,0,0,1,1,3,0,0,0,-300,4903,1,0.363636363636364
"844",9,1,12,0,0,0,0,0,1,1,0,0,1,-200,3123,0,0.416666666666667
"845",9,1,13,0,0,1,1,0,2,4,0,1,0,-300,5167,1,0.384615384615385
"846",9,1,14,0,0,0,0,1,1,1,0,0,1,-200,3113,0,0.428571428571429
"847",9,1,15,0,1,0,1,1,2,2,0,1,1,-100,7269,0,0.466666666666667
"848",9,1,16,1,0,0,1,0,2,2,0,1,1,0,7059,0,0.5
"849",9,1,17,1,0,0,1,0,2,2,0,1,1,100,2554,0,0.529411764705882
"850",9,1,18,1,0,1,0,1,3,1,1,0,0,0,4604,0,0.5
"851",9,1,19,0,1,0,0,1,1,1,0,0,1,100,5452,0,0.526315789473684
"852",9,1,20,1,1,1,1,1,4,2,1,1,0,0,3308,0,0.5
"853",9,1,21,0,1,1,1,1,2,2,0,1,1,100,1926,0,0.523809523809524
"854",9,1,22,0,0,0,1,0,2,2,0,1,1,200,5524,0,0.545454545454545
"855",9,1,23,0,1,0,0,0,1,3,0,0,0,100,8021,1,0.521739130434783
"856",9,1,24,0,0,1,1,1,2,2,0,1,1,200,5381,0,0.541666666666667
"857",9,1,25,0,1,0,0,1,1,1,0,0,1,300,3494,0,0.56
"858",9,1,26,1,1,0,0,0,1,3,0,0,0,200,3381,1,0.538461538461538
"859",9,1,27,0,1,1,0,1,1,1,0,0,1,300,4189,0,0.555555555555556
"860",9,1,28,0,0,1,0,0,1,1,0,0,1,400,3743,0,0.571428571428571
"861",9,1,29,1,0,0,0,1,1,3,0,0,0,300,5922,1,0.551724137931034
"862",9,1,30,0,0,1,1,0,2,2,0,1,1,400,4670,0,0.566666666666667
"863",9,1,31,0,1,1,0,1,1,1,0,0,1,500,5420,0,0.580645161290323
"864",9,1,32,0,0,1,1,0,2,2,0,1,1,600,2772,0,0.59375
"865",9,2,33,0,0,0,1,1,2,2,0,1,1,700,2999,0,0.606060606060606
"866",9,2,34,0,1,0,0,1,1,1,0,0,1,800,5359,0,0.617647058823529
"867",9,2,35,1,0,0,1,1,2,4,0,1,0,700,3978,1,0.6
"868",9,2,36,1,1,1,0,1,3,3,1,0,1,800,3524,1,0.611111111111111
"869",9,2,37,0,1,0,0,0,1,1,0,0,1,900,3288,0,0.621621621621622
"870",9,2,38,0,1,1,0,0,1,1,0,0,1,1000,3814,0,0.631578947368421
"871",9,2,39,0,0,0,0,0,1,1,0,0,1,1100,3670,0,0.641025641025641
"872",9,2,40,1,1,0,1,1,2,2,0,1,1,1200,3838,0,0.65
"873",9,2,41,1,1,1,1,0,4,4,1,1,1,1300,3117,1,0.658536585365854
"874",9,2,42,0,1,0,1,0,2,2,0,1,1,1400,2327,0,0.666666666666667
"875",9,2,43,1,0,0,1,1,2,2,0,1,1,1500,3229,0,0.674418604651163
"876",9,2,44,1,1,0,1,0,2,2,0,1,1,1600,1427,0,0.681818181818182
"877",9,2,45,1,0,1,1,0,4,4,1,1,1,1700,1884,1,0.688888888888889
"878",9,2,46,0,0,0,1,0,2,2,0,1,1,1800,3626,0,0.695652173913043
"879",9,2,47,0,0,0,0,1,1,1,0,0,1,1900,2416,0,0.702127659574468
"880",9,2,48,1,1,1,1,0,4,4,1,1,1,2000,2753,1,0.708333333333333
"881",9,2,49,1,1,0,1,1,2,2,0,1,1,2100,2284,0,0.714285714285714
"882",9,2,50,0,0,0,1,1,2,2,0,1,1,2200,2985,0,0.72
"883",9,2,51,1,0,1,0,0,3,3,1,0,1,2300,2618,1,0.725490196078431
"884",9,2,52,0,0,1,1,1,2,4,0,1,0,2200,3427,1,0.711538461538462
"885",9,2,53,0,0,0,1,0,2,2,0,1,1,2300,4124,0,0.716981132075472
"886",9,2,54,0,1,1,0,0,1,3,0,0,0,2200,3728,1,0.703703703703704
"887",9,2,55,0,0,0,0,1,1,1,0,0,1,2300,4315,0,0.709090909090909
"888",9,2,56,0,1,1,1,0,2,4,0,1,0,2200,7984,1,0.696428571428571
"889",9,2,57,1,0,1,0,1,3,3,1,0,1,2300,3561,1,0.701754385964912
"890",9,2,58,0,0,0,1,1,2,2,0,1,1,2400,5061,0,0.706896551724138
"891",9,2,59,0,1,1,1,0,2,2,0,1,1,2500,6538,0,0.711864406779661
"892",9,2,60,1,1,1,1,0,4,4,1,1,1,2600,2669,1,0.716666666666667
"893",9,2,61,1,0,1,1,0,4,4,1,1,1,2700,2403,1,0.721311475409836
"894",9,2,62,0,1,0,1,1,2,2,0,1,1,2800,2314,0,0.725806451612903
"895",9,2,63,1,1,1,0,0,3,3,1,0,1,2900,3414,1,0.73015873015873
